study_id,year,doi,modalidad,title,stage_primary,stage_norm,q2_candidate_abstract,q2_candidate_terms,AI_task_type,notes_coding,integration_approach,integration_trace,decision_timing,decision_timing_trace,review_trace
141,2025,https://doi.org/10.1007/s10803-025-06811-1,Audio · Voz,Automatic Cry Analysis: Deep Learning for Screening of Autism Spectrum Disorder in Early Childhood,Prescreening,Prescreening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
145,2016,https://doi.org/10.1007/s10803-016-2718-4,No especificado,Clinical Evaluation of a Novel and Mobile Autism Risk Assessment,screening,Screening,1.0,1.0,Classification (ASD vs control / multi-class),Alternating Decision Tree (ADTree)” es una variante de árbol de decisión; por eso cae naturalmente en Decision Tree,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
148,2025,https://doi.org/10.1007/s10803-024-06290-w,Señales fisiológicas,Detecting Autism Spectrum Disorder and Attention Deficit Hyperactivity Disorder Using Multimodal Time-Frequency Analysis with Machine Learning Using the Electroretinogram from Two Flash Strengths,Screening,Screening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
152,2023,https://doi.org/10.57197/JDR-2023-0004,No especificado,Early screening of autism spectrum disorder diagnoses of children using artificial intelligence,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
153,2024,https://doi.org/10.1109/ACCESS.2024.3453440,No especificado,Enhanced Special Needs Assessment: A Multimodal Approach for Autism Prediction,Screening,Screening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Mobile screening,Keyword rule matched mobile screening workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
154,2024,https://doi.org/10.1007/978-981-97-6995-7_34,No especificado,Enhancing Early Diagnosis of Autism Spectrum Disorder in Children: A Comparative Analysis of Machine Learning Techniques,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),Comparative study; no best model declared in abstract,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
157,2015,https://doi.org/10.1016/j.nicl.2014.12.013,Señales fisiológicas,Functional connectivity classification of autism identifies highly predictive brain features but falls short of biomarker standards,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"comparan múltiples algoritmos (RF, KNN, SVM, varias regresiones logísticas, etc.), pero para “main” aquí lo más defendible es Logistic Regression (L2LR) por desempeño consistente.",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
159,2024,https://doi.org/10.1016/j.compbiolchem.2024.108177,Señales fisiológicas,Hybrid similarity based feature selection and cascade deep maxout fuzzy network for Autism Spectrum Disorder detection using EEG signal,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"Cascade Deep Maxout Fuzzy Network (DMN + neuro-fuzzy), con feature selection por medidas de similitud",Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
160,2022,https://doi.org/10.1002/AUR.2622,Texto · NLP,"Imputing cognitive impairment in SPARK, a large autism cohort",Not clear,Not specified,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),el modelo no busca detectar ASD vs no-ASD; trabaja dentro de una cohorte ASD para imputar/estimar capacidad cognitiva / impairment (FSIQ y umbrales). Eso no cae limpio en Prescreening/Screening/Diagnosis/Prognosis/Monitoring de ASD.,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
164,2024,https://doi.org/10.1007/s13246-023-01350-4,Señales fisiológicas,Multimodal Kernel-based discriminant correlation analysis data-fusion approach: an automated autism spectrum disorder diagnostic system,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),Fusión MKDCA + SVM; multimodal EEG+eye-tracking+computational”.,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
165,2019,https://doi.org/10.1136/bmjopen-2018-026226,Señales fisiológicas,Phase 3 diagnostic evaluation of a smart tablet serious game to identify autism in 760 children 3-5 years old in Sweden and the United Kingdom,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
178,2019,https://doi.org/10.1007/s12031-019-01311-1,No especificado,Application of Single-Nucleotide Polymorphisms in the Diagnosis of Autism Spectrum Disorders: A Preliminary Study with Artificial Neural Networks,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
182,2019,https://doi.org/10.1016/j.euroneuro.2017.08.321,Señales fisiológicas,COMBINED ANALYSIS OF THE ORAL MICROBIOME AND MICROTRANSCRIPTOME OF AUTISM SPECTRUM DISORDER,screening,Screening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
183,2021,https://doi.org/10.1001/jamapediatrics.2021.0530,Imagen,Computational Methods to Measure Patterns of Gaze in Toddlers with Autism Spectrum Disorder,Screening,Screening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),No es “diagnóstico” como tal; es una herramienta en visita pediátrica para detectar síntomas tempranos/riesgo usando patrones de mirada.,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
187,2025,https://doi.org/10.1109/THMS.2025.3526957,Imagen,Deep Radiomics for Autism Diagnosis and Age Prediction,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
190,2019,https://doi.org/10.1038/s41398-019-0631-2,No especificado,"Examining overlap and homogeneity in ASD, ADHD, and OCD: a data-driven, diagnosis-agnostic approach",diagnosis,Diagnosis,0.0,0.0,Clustering / subtyping,Bagged-multiview clustering (bagging + spectral clustering),Second-reader decision support,Fallback assigned from diagnosis stage,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
192,2024,https://doi.org/10.1016/j.tox.2024.153871,No especificado,Exploring microbiota-gut-brain axis biomarkers linked to autism spectrum disorder in prenatally chlorpyrifos-exposed Fmr1 knock-out and wild-type male rats,,Not specified,1.0,1.0,,,Risk stratification,Stage or keywords matched risk stratification,Pre-decision,Approach maps directly to pre-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
193,2022,https://doi.org/10.1007/978-3-031-06242-1_27,No especificado,Feasibility Study of\&#xa0;a\&#xa0;ML-Based ASD Monitoring System,Monitoring/intervention,Monitoring/intervention,0.0,0.0,Not clear,,Adaptive intervention,Fallback assigned from monitoring/intervention stage,Post-decision,Approach maps directly to post-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
194,2020,https://doi.org/10.1038/s41598-020-76874-w,Imagen,Feature replacement methods enable reliable home video analysis for machine learning detection of autism,diagnosis,Diagnosis,0.0,0.0,Classification (ASD vs control / multi-class),"El paper evalúa dos familias (LR9 y ADTree7). Si tu columna “main algorithm” solo permite una opción, conviene añadir una opción tipo “Multiple (specify)” o permitir multiselección para no perder fidelidad",Mobile screening,Keyword rule matched mobile screening workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
199,2021,https://doi.org/10.2196/29242,No especificado,Informing developmental milestone achievement for children with autism: Machine learning approach,screening,Screening,0.0,0.0,Classification (ASD vs control / multi-class),Binary classification of milestone achievement; not ASD-vs-control.,Mobile screening,Keyword rule matched mobile screening workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
203,2025,https://doi.org/10.1016/j.cmpb.2024.108492,Imagen,Multimodal autism detection: Deep hybrid model with improved feature level fusion,Screening,Screening,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
204,2016,https://doi.org/10.1007/s11682-015-9360-1,No especificado,Multi-task feature selection via supervised canonical graph matching for diagnosis of autism spectrum disorder,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
207,2025,https://doi.org/10.1016/j.neucom.2025.130780,Señales fisiológicas,Persistent spectral based machine learning method for autism spectrum disorder classification,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
208,2022,https://doi.org/10.1186/s13229-022-00491-9,No especificado,Phenotypic differences between female and male individuals with suspicion of autism spectrum disorder,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
211,2022,https://doi.org/10.32604/ijmhp.2022.020075,No especificado,Prediction of Outcomes in Mini-Basketball Training Program for Preschool Children with Autism Using Machine Learning Models,monitoring_intervention,Monitoring/intervention,1.0,1.0,Regression (score / severity / risk),,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
212,2025,https://doi.org/10.1177/13623613241304488,Texto · NLP,Pre-trained artificial intelligence language model represents pragmatic language variability central to autism and genetically related phenotypes,Monitoring/intervention,Monitoring/intervention,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
214,2021,https://doi.org/10.1109/EMBC46164.2021.9630150,Imagen,Self-Paced Learning and Privileged Information based Cascaded Multi-column Classification algorithm for ASD diagnosis,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
215,2024,https://doi.org/10.1145/3699749,Señales fisiológicas,Smartphone Haptics Can Uncover Differences in Touch Interactions Between ASD and Neurotypicals,Screening,Screening,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Mobile screening,Keyword rule matched mobile screening workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
216,2025,https://doi.org/10.1007/s11011-025-01604-y,No especificado,Targeted metabolomics in children with autism spectrum disorder with and without developmental regression,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
217,2024,https://doi.org/10.1038/s41598-024-71174-z,Imagen,Twinned neuroimaging analysis contributes to improving the classification of young people with autism spectrum disorder,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
220,2025,https://doi.org/10.1007/s00521-025-11208-3,No especificado,1D-convolutional neural network and fast Walsh–Hadamard transform approach for diagnosing autism spectrum disorder,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
223,2024,https://doi.org/10.1002/CPE.7898,No especificado,An effective autism spectrum disorder screening method using machine learning classification techniques,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Mobile screening,Keyword rule matched mobile screening workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
224,2025,https://doi.org/10.1016/j.cmpb.2025.108921,Señales fisiológicas,An ensemble classifier for emotion classification from EEG and GSR signals for autism detection,,Not specified,0.0,0.0,,,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
229,2020,https://doi.org/10.1007/978-3-030-46165-2_4,No especificado,Autoencoder Based Methods for Diagnosis of Autism Spectrum Disorder,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"Pipeline AE + (SVM/KNN/subspace discriminant) + DNN; AE+DNN logra mejor (accuracy 79.2%, AUC 82.4%). Paradigma mixto: AE (no supervisado) + clasificador (supervisado); abstract no etiqueta “supervised”.",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
232,2020,https://doi.org/10.1016/j.bspc.2020.101958,Señales fisiológicas,Classification of autism spectrum disorder based on fluctuation entropy of spontaneous hemodynamic fluctuations,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"arcar Other/Not clear en main algorithm y en notas anotar que el “network cluster classification model” incluye SVM + Gaussian Naive Bayes + Decision Tree + MLP + Logistic Regression. Además, el artículo menciona posible uso futuro en screening, pero aquí el uso directo descrito es diagnóstico",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
233,2020,https://doi.org/10.1016/j.clinph.2019.12.400,Señales fisiológicas,Classification of autism spectrum disorder based on sample entropy of spontaneous functional near infra-red spectroscopy signal,diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"arcar Other/Not clear en main algorithm y en notas anotar que el “network cluster classification model” incluye SVM + Gaussian Naive Bayes + Decision Tree + MLP + Logistic Regression. Además, el artículo menciona posible uso futuro en screening, pero aquí el uso directo descrito es diagnóstico",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
235,2021,https://doi.org/10.1016/j.media.2021.101986,Señales fisiológicas,Combining anatomical and functional networks for neuropathology identification: A case study on autism spectrum disorder,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
242,2024,https://doi.org/10.1007/s10803-023-05922-x,Señales fisiológicas,Eigenvector Centrality Characterization on fMRI Data: Gender and Node Differences in Normal and ASD Subjects: Author name,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
243,2025,https://doi.org/10.1007/978-3-031-83845-3_26,Imagen,Enhancing Multi-view ASD Diagnosis Using Structural MRI and Pretrained CNN,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
247,2023,https://doi.org/10.1109/EMBC40787.2023.10340852,Texto · NLP,Few-Shot Classification of Autism Spectrum Disorder using Site-Agnostic Meta-Learning and Brain MRI,,Not specified,1.0,1.0,,,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
248,2024,https://doi.org/10.1109/TNSRE.2024.3361935,Imagen,Gaze Patterns in Children With Autism Spectrum Disorder to Emotional Faces: Scanpath and Similarity,Screening,Screening,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
257,2015,https://doi.org/10.1016/j.pnpbp.2014.10.010,No especificado,Maternal thyroid autoantibody and elevated risk of autism in a national birth cohort,Prognosis,Prognosis,0.0,0.0,Prediction (time-to-event / prognosis),"Este paper es epidemiología/biomarcador (asociación y estimación de riesgo), no un sistema de IA clínica “operativo”. Si tu revisión separa ML “aplicado” vs estadística epidemiológica, anótalo.",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
259,2022,https://doi.org/10.1109/EMBC48229.2022.9871130,Señales fisiológicas,MHATC: Autism Spectrum Disorder Identification Utilizing Multi-Head Attention Encoder Along with Temporal Consolidation Modules,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
261,2024,https://doi.org/10.1007/s10916-023-02032-0,Imagen,Multiple Classification of Brain MRI Autism Spectrum Disorder by Age and Gender Using Deep Learning,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
262,2022,https://doi.org/10.1016/j.compbiomed.2022.105239,Imagen,MVS-GCN: A prior brain structure learning-guided multi-view graph convolution network for autism spectrum disorder diagnosis,diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
264,2022,https://doi.org/10.1109/ACCESS.2022.3146719,Señales fisiológicas,Non-Oscillatory Connectivity Approach for Classification of Autism Spectrum Disorder Subtypes Using Resting-State fMRI,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"No hay un único “modelo”; hay un pipeline de conectividad NOC + selección por p-values + comparación de clasificadores, y SVM queda como el mejor. 

Non-Oscillatory_Connectivity_Ap…

Dataset de subtipos es pequeño (36 sujetos por clase), y además validan ASD vs NC con un dataset grande (505 ASD / 530 NC). Esto puede ser importante si tu Excel tiene campo de “tamaño/validación”.",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
265,2024,https://doi.org/10.1016/j.isci.2024.110709,Imagen,Personalized identification of autism-related bacteria in the gut microbiome using explainable artificial intelligence,prognosis,Prognosis,0.0,0.0,,,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
268,2024,https://doi.org/10.1007/s42979-023-02564-9,Señales fisiológicas,Robust Low Complexity Framework for Early Diagnosis of Autism Spectrum Disorder Based on Cross Wavelet Transform and Deep Transfer Learning,Screening,Screening,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
269,2020,https://doi.org/10.1016/j.media.2020.101662,Multimodal,Self-weighted adaptive structure learning for ASD diagnosis via multi-template multi-center representation,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"el algoritmo principal es SASL-E/SASL, no uno de tu lista",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
275,2023,https://doi.org/10.1007/s10803-022-05767-w,Señales fisiológicas,A Fusion-Based Machine Learning Approach for Autism Detection in Young Children Using Magnetoencephalography Signals,Diagnosis,Diagnosis,1.0,1.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"Aunque el paper enfatiza “young children” y “early markers”, el uso que reporta es clasificación ASD vs TD en una muestra ya diagnosticada; por eso “Diagnosis” es el mapeo más consistente con tus opciones.",Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
283,2022,https://doi.org/10.1155/2022/8134018,No especificado,Employing Machine Learning-Based Predictive Analytical Approaches to Classify Autism Spectrum Disorder Types,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"No es “ASD vs TD” puro; es clasificación de severidad (incluye “No ASD” + Levels 1–3). Si tu análisis separa “diagnosis binaria” vs “severity”, aquí conviene anotarlo. ",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
284,2019,https://doi.org/10.1016/j.procs.2020.01.098,Imagen,Exploration of Autism Spectrum Disorder using Classification Algorithms,screening,Screening,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"Es un paper comparativo (Naive Bayes, Decision Table, SVM). Aunque SVM es “best” según su texto, también reportan desempeño perfecto para otro método en su tabla; si tu Excel exige un solo “main”, SVM es defendible solo con esa frase de “best”",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
285,2025,https://doi.org/10.1016/j.ecoenv.2025.118233,No especificado,Exploring pesticide risk in autism via integrative machine learning and network toxicology,Not clear,Not specified,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"La ML se usa como parte de un pipeline mecanístico: LASSO para seleccionar targets (“Using the LASSO algorithm, 23 key targets…”) y luego selección final por desempeño (“SGD model… best predictive performance… 20 features”)",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
290,2025,https://doi.org/10.1021/acs.jcim.5c00134,No especificado,Machine Learning and Structural Dynamics-Based Approach to Reveal Molecular Mechanism of PTEN Missense Mutations Shared by Cancer and Autism Spectrum Disorder,,Not specified,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),,Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
291,2025,https://doi.org/10.1016/j.brainresbull.2025.111290,Señales fisiológicas,MCDGLN: Masked connection-based dynamic graph learning network for autism spectrum disorder,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),Modelo explícitamente dinámico + máscara anti-ruido: “segments BOLD signals using sliding temporal windows… and… mask… reducing noise and pruning irrelevant links.” Además reportan dataset ABIDE-I “1035 subjects… 505 with ASD and 530 TD”,Feature extraction,Keyword rule matched feature extraction workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
293,2018,https://doi.org/10.1126/SCIROBOTICS.AAO6760,Imagen,Personalized machine learning for robot perception of affect and engagement in autism therapy,Monitoring/intervention,Monitoring/intervention,0.0,0.0,Regression (score / severity / risk),,Risk stratification,Stage or keywords matched risk stratification,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
294,2016,https://doi.org/10.1016/j.bbr.2015.10.053,No especificado,Pitocin and autism: An analysis of oxytocin receptor desensitization in the fetus,prognosis,Prognosis,0.0,0.0,,,Risk stratification,Stage or keywords matched risk stratification,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
295,2018,https://doi.org/10.1007/s10803-018-3509-x,No especificado,Prediction of Autism at 3 Years from Behavioural and Developmental Measures in High-Risk Infants: A Longitudinal Cross-Domain Classifier Analysis,Prognosis,Prognosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"No es “ASD vs control poblacional”, sino predicción dentro del grupo de alto riesgo: “Low-risk controls were excluded… our main aim… predicting ASD outcome among HR siblings.”",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
296,2024,https://doi.org/10.1016/j.heliyon.2024.e34245,Señales fisiológicas,STDCformer: Spatial-temporal dual-path cross-attention model for fMRI-based autism spectrum disorder identification,Diagnosis,Diagnosis,0.0,0.0,Classification (binary/multi-class; incl. ASD vs control)/ multi-class),"arquitectura híbrida: embedding temporal con “LSTM” y embedding espacial con “GAT”, integrados con “dual-path cross-attention” y “2D convolution” en el feed-forward.",Second-reader decision support,Keyword rule matched second-reader decision support,In-decision,Second-reader pattern maps to in-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
297,2025,https://doi.org/10.3233/SHTI251499,No especificado,The Use of the Social Robot LOVOT for Children with Autism Spectrum Disorder: A Feasibility Study,monitoring_intervention,Monitoring/intervention,0.0,0.0,,paper cualitativo de factibilidad; menciona “AI functionalities” pero no especifica algoritmo ML. ,Triage / questionnaires,Keyword rule matched triage/questionnaire workflow,Pre-decision,Approach maps directly to pre-decision support,q2_abstract_bool=missing; q2_terms_bool=missing
298,2021,https://doi.org/10.1016/j.biopsych.2021.02.931,Imagen,"Three Distinct Neuroanatomical Subtypes of Autism Spectrum Disorder, Revealed via Machine Learning, and Their Similarities With Schizophrenia Subtypes",,Not specified,0.0,0.0,Clustering / subtyping,,Not specified,No keyword or stage fallback matched; kept as Not specified,Unspecified,No approach or stage fallback matched; kept as Unspecified,integration_approach=Not specified; decision_timing=Unspecified; stage_norm=Not specified; q2_abstract_bool=missing; q2_terms_bool=missing
